Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Weight Unit,Status
kit-le-mans-honeycomb-kit,,,,,,,,,12V · White,,Light grey,,,KIT-LE-MANS-HONEYCOMB-KIT-02-2200-35-2710,,shopify,10,continue,manual,172,191.45,TRUE,TRUE,,,,,,,,kg,
kit-le-mans-honeycomb-kit,,,,,,,,,12V · White,,Black,,,KIT-LE-MANS-HONEYCOMB-KIT-02-2200-35-2720,,shopify,10,continue,manual,172,191.45,TRUE,TRUE,,,,,,,,kg,
kit-le-mans-honeycomb-kit,,,,,,,,,12V · Black,,White,,,KIT-LE-MANS-HONEYCOMB-KIT-02-2200-ZW-35-2700,,shopify,10,continue,manual,172,191.45,TRUE,TRUE,,,,,,,,kg,
kit-le-mans-honeycomb-kit,,,,,,,,,12V · Black,,Light grey,,,KIT-LE-MANS-HONEYCOMB-KIT-02-2200-ZW-35-2710,,shopify,10,continue,manual,172,191.45,TRUE,TRUE,,,,,,,,kg,
kit-le-mans-honeycomb-kit,,,,,,,,,12V · Black,,Black,,,KIT-LE-MANS-HONEYCOMB-KIT-02-2200-ZW-35-2720,,shopify,10,continue,manual,172,191.45,TRUE,TRUE,,,,,,,,kg,
kit-le-mans-honeycomb-kit,,,,,,,,,24V · White,,White,,,KIT-LE-MANS-HONEYCOMB-KIT-02-2300-35-2700,,shopify,10,continue,manual,172,191.45,TRUE,TRUE,,,,,,,,kg,
kit-le-mans-honeycomb-kit,,,,,,,,,24V · White,,Light grey,,,KIT-LE-MANS-HONEYCOMB-KIT-02-2300-35-2710,,shopify,10,continue,manual,172,191.45,TRUE,TRUE,,,,,,,,kg,
kit-le-mans-honeycomb-kit,,,,,,,,,24V · White,,Black,,,KIT-LE-MANS-HONEYCOMB-KIT-02-2300-35-2720,,shopify,10,continue,manual,172,191.45,TRUE,TRUE,,,,,,,,kg,
kit-le-mans-honeycomb-kit,,,,,,,,,24V · Black,,White,,,KIT-LE-MANS-HONEYCOMB-KIT-02-2300-ZW-35-2700,,shopify,10,continue,manual,172,191.45,TRUE,TRUE,,,,,,,,kg,
kit-le-mans-honeycomb-kit,,,,,,,,,24V · Black,,Light grey,,,KIT-LE-MANS-HONEYCOMB-KIT-02-2300-ZW-35-2710,,shopify,10,continue,manual,172,191.45,TRUE,TRUE,,,,,,,,kg,
kit-le-mans-honeycomb-kit,,,,,,,,,24V · Black,,Black,,,KIT-LE-MANS-HONEYCOMB-KIT-02-2300-ZW-35-2720,,shopify,10,continue,manual,172,191.45,TRUE,TRUE,,,,,,,,kg,
kit-dual-le-mans-kit,Dual Le Mans Kit,"<p>Long loading areas and multi-compartment vehicles need two ventilators: one blowing fresh air in, one pulling stale air out. The Dual Kit gives you both, each with its own switch and closable V12 valve, plus one Speedcontrol that regulates both fans at once.</p><h3>Included</h3><ul><li>2x Le Mans Rooftop Ventilator</li><li>2x Fan Switch 89-4008 with Symbols</li><li>2x V12 Interior Ventilation Valve</li><li>1x Speedcontrol 30-3004</li></ul>",Pegasus Depot,,Kit,"Kit,Horse Trailers & Horseboxes,Buses & Coaches,Animal & Livestock Transport,Commercial Vans & Service Vehicles",TRUE,Voltage & colour,12V · White,Valve colour,Manual · White,,,KIT-DUAL-LE-MANS-KIT-02-2200-35-2400,,shopify,10,continue,manual,468,532.75,TRUE,TRUE,,https://pegasusdepot.com/assets/img/b1b68eb0-4e4c-4369-8082-bbd155547943-bewerkt-1400.webp,1,Dual Le Mans Kit,,Dual Le Mans Kit · save 12%,"For long bodies, horse trucks with two compartments and coaches: 2x Le Mans, 2x Fan Switch, 2x manual V12 valve and one Speedcontrol that drives both fans. Run one in and one out for true cross-ventilation.",kg,active
kit-dual-le-mans-kit,,,,,,,,,12V · White,,Manual · Grey,,,KIT-DUAL-LE-MANS-KIT-02-2200-35-2410,,shopify,10,continue,manual,468,532.75,TRUE,TRUE,,,,,,,,kg,
kit-dual-le-mans-kit,,,,,,,,,12V · White,,Manual · Dark grey,,,KIT-DUAL-LE-MANS-KIT-02-2200-35-2440,,shopify,10,continue,manual,468,532.75,TRUE,TRUE,,,,,,,,kg,
kit-dual-le-mans-kit,,,,,,,,,12V · Black,,Manual · White,,,KIT-DUAL-LE-MANS-KIT-02-2200-ZW-35-2400,,shopify,10,continue,manual,468,532.75,TRUE,TRUE,,,,,,,,kg,
kit-dual-le-mans-kit,,,,,,,,,12V · Black,,Manual · Grey,,,KIT-DUAL-LE-MANS-KIT-02-2200-ZW-35-2410,,shopify,10,continue,manual,468,532.75,TRUE,TRUE,,,,,,,,kg,
kit-dual-le-mans-kit,,,,,,,,,12V · Black,,Manual · Dark grey,,,KIT-DUAL-LE-MANS-KIT-02-2200-ZW-35-2440,,shopify,10,continue,manual,468,532.75,TRUE,TRUE,,,,,,,,kg,
kit-dual-le-mans-kit,,,,,,,,,24V · White,,Manual · White,,,KIT-DUAL-LE-MANS-KIT-02-2300-35-2400,,shopify,10,continue,manual,468,532.75,TRUE,TRUE,,,,,,,,kg,
kit-dual-le-mans-kit,,,,,,,,,24V · White,,Manual · Grey,,,KIT-DUAL-LE-MANS-KIT-02-2300-35-2410,,shopify,10,continue,manual,468,532.75,TRUE,TRUE,,,,,,,,kg,
kit-dual-le-mans-kit,,,,,,,,,24V · White,,Manual · Dark grey,,,KIT-DUAL-LE-MANS-KIT-02-2300-35-2440,,shopify,10,continue,manual,468,532.75,TRUE,TRUE,,,,,,,,kg,
kit-dual-le-mans-kit,,,,,,,,,24V · Black,,Manual · White,,,KIT-DUAL-LE-MANS-KIT-02-2300-ZW-35-2400,,shopify,10,continue,manual,468,532.75,TRUE,TRUE,,,,,,,,kg,
kit-dual-le-mans-kit,,,,,,,,,24V · Black,,Manual · Grey,,,KIT-DUAL-LE-MANS-KIT-02-2300-ZW-35-2410,,shopify,10,continue,manual,468,532.75,TRUE,TRUE,,,,,,,,kg,
kit-dual-le-mans-kit,,,,,,,,,24V · Black,,Manual · Dark grey,,,KIT-DUAL-LE-MANS-KIT-02-2300-ZW-35-2440,,shopify,10,continue,manual,468,532.75,TRUE,TRUE,,,,,,,,kg,
kit-le-mans-ll-silent-kit,Le Mans LL Silent Extraction Kit,<p>The brushless Le Mans LL runs for years without maintenance and draws only 34 W. With the integrated speed control unit you set exactly the extraction you need. The Flower Power valve closes the ceiling off in style.</p><h3>Included</h3><ul><li>1x Le Mans LL Brushless Rooftop Ventilator</li><li>1x 3-Way Switch Square 89-4005</li><li>1x Flower Power Interior Valve</li></ul>,Pegasus Depot,,Kit,"Kit,Animal & Livestock Transport,Commercial Vans & Service Vehicles,Buses & Coaches",TRUE,Voltage,12V · with speed control unit,Valve colour,White,,,KIT-LE-MANS-LL-SILENT-KIT-02-4250-35-2800,,shopify,10,continue,manual,330,366.9,TRUE,TRUE,,https://pegasusdepot.com/assets/img/51-1400.webp,1,Le Mans LL Silent Extraction Kit,,Le Mans LL Silent Extraction Kit · save 10%,"Le Mans LL with integrated speed control unit + square 3-way switch + Flower Power closable valve. Long-life extraction for damp loading areas, animal transport and coaches.",kg,active
kit-le-mans-ll-silent-kit,,,,,,,,,12V · with speed control unit,,Light grey,,,KIT-LE-MANS-LL-SILENT-KIT-02-4250-35-2810,,shopify,10,continue,manual,330,366.9,TRUE,TRUE,,,,,,,,kg,
kit-le-mans-ll-silent-kit,,,,,,,,,12V · with speed control unit,,Light grey / Dark grey,,,KIT-LE-MANS-LL-SILENT-KIT-02-4250-35-2820,,shopify,10,continue,manual,330,366.9,TRUE,TRUE,,,,,,,,kg,
kit-le-mans-ll-silent-kit,,,,,,,,,24V · with speed control unit,,White,,,KIT-LE-MANS-LL-SILENT-KIT-02-4350-35-2800,,shopify,10,continue,manual,330,366.9,TRUE,TRUE,,,,,,,,kg,
kit-le-mans-ll-silent-kit,,,,,,,,,24V · with speed control unit,,Light grey,,,KIT-LE-MANS-LL-SILENT-KIT-02-4350-35-2810,,shopify,10,continue,manual,330,366.9,TRUE,TRUE,,,,,,,,kg,
kit-le-mans-ll-silent-kit,,,,,,,,,24V · with speed control unit,,Light grey / Dark grey,,,KIT-LE-MANS-LL-SILENT-KIT-02-4350-35-2820,,shopify,10,continue,manual,330,366.9,TRUE,TRUE,,,,,,,,kg,
kit-round-camper-kit,Camper Night-Air Kit,"<p>Condensation, cooking smells and hot nights are the three enemies of camper comfort. This kit fixes all three: the 850 m³/h Round ventilator clears the air fast, the Speedcontrol turns it into a silent trickle at bedtime, and the Flower Power LED valve doubles as a ceiling light with a blue night mode.</p><p>12V as standard. Choose white or black outside, and the valve colour inside.</p><h3>Included</h3><ul><li>1x Round Rooftop Ventilator</li><li>1x Speedcontrol 30-3004</li><li>1x 3-Way Switch Round 89-4002</li><li>1x Flower Power Interior Valve</li></ul>",Pegasus Depot,,Kit,"Kit,Campers & Motorhomes,Boats & Marine",TRUE,Colour,12V · White,LED valve colour,LED 12V · White,,,KIT-ROUND-CAMPER-KIT-02-0200-35-2900,,shopify,10,continue,manual,306,347.9,TRUE,TRUE,,https://pegasusdepot.com/assets/img/krismar-exclusive-19135121-min-scaled-aspect-ratio-600-400-1-scaled-jpg-1400.webp,1,Camper Night-Air Kit,,Camper Night-Air Kit · save 12%,Designed for motorhomes and caravans: 12V Round Rooftop Ventilator + Speedcontrol for silent night running + round switch + Flower Power valve with white and blue LED light. Fresh air and mood lighting in one opening.,kg,active
kit-round-camper-kit,,,,,,,,,12V · White,,LED 12V · Light grey,,,KIT-ROUND-CAMPER-KIT-02-0200-35-2910,,shopify,10,continue,manual,306,347.9,TRUE,TRUE,,,,,,,,kg,
kit-round-camper-kit,,,,,,,,,12V · White,,LED 12V · Light grey / Dark grey,,,KIT-ROUND-CAMPER-KIT-02-0200-35-2920,,shopify,10,continue,manual,306,347.9,TRUE,TRUE,,,,,,,,kg,
kit-round-camper-kit,,,,,,,,,12V · Black,,LED 12V · White,,,KIT-ROUND-CAMPER-KIT-02-0200-ZW-35-2900,,shopify,10,continue,manual,306,347.9,TRUE,TRUE,,,,,,,,kg,
kit-round-camper-kit,,,,,,,,,12V · Black,,LED 12V · Light grey,,,KIT-ROUND-CAMPER-KIT-02-0200-ZW-35-2910,,shopify,10,continue,manual,306,347.9,TRUE,TRUE,,,,,,,,kg,
kit-round-camper-kit,,,,,,,,,12V · Black,,LED 12V · Light grey / Dark grey,,,KIT-ROUND-CAMPER-KIT-02-0200-ZW-35-2920,,shopify,10,continue,manual,306,347.9,TRUE,TRUE,,,,,,,,kg,
kit-winglet-mini-kit,Winglet Mini Kit,"<p>Small spaces need a small, silent solution. The Winglet pulls 65 m³/h out through an 80 mm hole at only 3 W, the switch turns it on and off from the dashboard, and the 80 mm floor ventilator gives the air a way in so the fan can actually do its job.</p><h3>Included</h3><ul><li>1x Winglet Mini Roof Fan</li><li>1x 3-Way Switch Round 89-4002</li><li>1x Floor Ventilator Ø 80 mm</li></ul>",Pegasus Depot,,Kit,"Kit,Commercial Vans & Service Vehicles,Campers & Motorhomes,Dog & K9 Transport",TRUE,Colour,12V · White,,,,,KIT-WINGLET-MINI-KIT-02-5000,,shopify,10,continue,manual,208,231.45,TRUE,TRUE,,https://pegasusdepot.com/assets/img/le-mans-ventilator-3-1400.webp,1,Winglet Mini Kit,,Winglet Mini Kit · save 10%,"Winglet 12V + round switch + 80 mm floor ventilator. The complete micro-ventilation loop for a VW Caddy, camper kitchen, caravan washroom or dog box.",kg,active
kit-winglet-mini-kit,,,,,,,,,12V · Black,,,,,KIT-WINGLET-MINI-KIT-02-5100,,shopify,10,continue,manual,208,231.45,TRUE,TRUE,,,,,,,,kg,
kit-turbo-ii-airflow-duo,Turbo II Airflow Duo,"<p>No electrics, no maintenance. The Turbo II spins in the airstream and pulls stale air out; the floor ventilator lets fresh air in at the bottom and vents heavy gases. Install both in an hour with a hole saw.</p><h3>Included</h3><ul><li>1x Turbo II Wind-Driven Rooftop Ventilator</li><li>1x Floor Ventilator Ø 129 mm</li></ul>",Pegasus Depot,,Kit,"Kit,Dog & K9 Transport,Horse Trailers & Horseboxes,Commercial Vans & Service Vehicles,Animal & Livestock Transport",TRUE,Colour,White,,,,,KIT-TURBO-II-AIRFLOW-DUO-02-7000,,shopify,10,continue,manual,165,183.95,TRUE,TRUE,,https://pegasusdepot.com/assets/img/horse-truck-1-1400.webp,1,Turbo II Airflow Duo,,Turbo II Airflow Duo · save 10%,"Turbo II rotating roof ventilator + Ø 129 mm floor ventilator. The classic passive loop for dog transporters, horse trailers and vans: air in at the floor, out through the roof, every time you drive.",kg,active
kit-turbo-ii-airflow-duo,,,,,,,,,Black,,,,,KIT-TURBO-II-AIRFLOW-DUO-02-7100,,shopify,10,continue,manual,165,183.95,TRUE,TRUE,,,,,,,,kg,
kit-turbo-iii-compact-duo,Turbo III Compact Duo,"<p>Two 80 mm holes, no wiring: the Turbo III extracts through the roof while the floor ventilator supplies fresh air from below. Ideal for boats, kennel vehicles and equipment compartments.</p><h3>Included</h3><ul><li>1x Turbo III Compact Wind-Driven Ventilator</li><li>1x Floor Ventilator Ø 80 mm</li></ul>",Pegasus Depot,,Kit,"Kit,Boats & Marine,Dog & K9 Transport,Commercial Vans & Service Vehicles",TRUE,Colour,White,,,,,KIT-TURBO-III-COMPACT-DUO-02-6000,,shopify,10,continue,manual,155,172.5,TRUE,TRUE,,https://pegasusdepot.com/assets/img/sany0043-1400.webp,1,Turbo III Compact Duo,,Turbo III Compact Duo · save 10%,"Turbo III + Ø 80 mm floor ventilator. The compact passive airflow loop for boats, dog boxes, small vans and coach compartments. Assembles without glue.",kg,active
kit-turbo-iii-compact-duo,,,,,,,,,Black,,,,,KIT-TURBO-III-COMPACT-DUO-02-6100,,shopify,10,continue,manual,155,172.5,TRUE,TRUE,,,,,,,,kg,
kit-exhaust-ventilator-set,Exhaust Ventilator Set,"<p>The aerodynamic exhaust ventilator pulls air out while you drive, the rotary valve lets you close it off from inside, and the floor ventilator provides the inlet. Nothing to wire, nothing to maintain, nothing to hear.</p><h3>Included</h3><ul><li>1x Exhaust Ventilator (Venturi)</li><li>1x Rotary Ventilation Valve 35-3003</li><li>1x Floor Ventilator Ø 129 mm</li></ul>",Pegasus Depot,,Kit,"Kit,Commercial Vans & Service Vehicles,Dog & K9 Transport",TRUE,Colour,White,,,,,KIT-EXHAUST-VENTILATOR-SET-02-1030,,shopify,10,continue,manual,134,149.85000000000002,TRUE,TRUE,,https://pegasusdepot.com/assets/img/51-1400.webp,1,Exhaust Ventilator Set,,Exhaust Ventilator Set · save 10%,"02-1030 exhaust ventilator + 35-3003 rotary valve + Ø 129 mm floor ventilator. The silent, powerless ventilation system for service vans and dog transport, closable from inside.",kg,active
kit-exhaust-ventilator-set,,,,,,,,,Black,,,,,KIT-EXHAUST-VENTILATOR-SET-02-1030-ZW,,shopify,10,continue,manual,134,149.85000000000002,TRUE,TRUE,,,,,,,,kg,
kit-horse-trailer-climate-kit,Horse Trailer Climate Kit,"<p>Horses produce heat, humidity and ammonia; a closed trailer traps all three. This kit installs a full airflow loop (floor inlet, 850 m³/h roof extraction, closable valve) and adds two IP67 round LED lights with a blue night mode that keeps horses calm while you load at dawn.</p><p>12V for trailers towed by a car or van, 24V for horse trucks on a truck chassis. Choose cover colour, valve colour and light colour.</p><h3>Included</h3><ul><li>1x Le Mans Rooftop Ventilator</li><li>1x V12 Interior Ventilation Valve</li><li>1x Floor Ventilator Ø 129 mm</li><li>1x Fan Switch 89-4008 with Symbols</li><li>1x Snow Filter 89-5011</li><li>2x Dome LED Light Round Ø 150 mm</li></ul>",Pegasus Depot,,Kit,"Kit,Horse Trailers & Horseboxes,Animal & Livestock Transport",TRUE,Voltage & colour,12V · White,Valve colour,Manual · White,Light colour,White,KIT-HORSE-TRAILER-CLIMATE-KIT-02-2200-35-2400-92-GC01,,shopify,10,continue,manual,371,421.69999999999993,TRUE,TRUE,,https://pegasusdepot.com/assets/img/krismar-exclusive-19135121-min-scaled-aspect-ratio-600-400-1-scaled-jpg-1400.webp,1,Horse Trailer Climate Kit,,Horse Trailer Climate Kit · save 12%,"The complete horse compartment package: Le Mans (12V or 24V) + manual V12 valve + Ø 129 mm floor ventilator + Fan Switch + snow filter + 2x round Dome LED light with blue night mode. Cool, dry, calm horses.",kg,active
kit-horse-trailer-climate-kit,,,,,,,,,12V · White,,Manual · White,,Grey,KIT-HORSE-TRAILER-CLIMATE-KIT-02-2200-35-2400-92-GC02,,shopify,10,continue,manual,371,421.69999999999993,TRUE,TRUE,,,,,,,,kg,
kit-horse-trailer-climate-kit,,,,,,,,,12V · White,,Manual · Grey,,White,KIT-HORSE-TRAILER-CLIMATE-KIT-02-2200-35-2410-92-GC01,,shopify,10,continue,manual,371,421.69999999999993,TRUE,TRUE,,,,,,,,kg,
kit-horse-trailer-climate-kit,,,,,,,,,12V · White,,Manual · Grey,,Grey,KIT-HORSE-TRAILER-CLIMATE-KIT-02-2200-35-2410-92-GC02,,shopify,10,continue,manual,371,421.69999999999993,TRUE,TRUE,,,,,,,,kg,
kit-horse-trailer-climate-kit,,,,,,,,,12V · White,,Manual · Dark grey,,White,KIT-HORSE-TRAILER-CLIMATE-KIT-02-2200-35-2440-92-GC01,,shopify,10,continue,manual,371,421.69999999999993,TRUE,TRUE,,,,,,,,kg,
kit-horse-trailer-climate-kit,,,,,,,,,12V · White,,Manual · Dark grey,,Grey,KIT-HORSE-TRAILER-CLIMATE-KIT-02-2200-35-2440-92-GC02,,shopify,10,continue,manual,371,421.69999999999993,TRUE,TRUE,,,,,,,,kg,
kit-horse-trailer-climate-kit,,,,,,,,,12V · Black,,Manual · White,,White,KIT-HORSE-TRAILER-CLIMATE-KIT-02-2200-ZW-35-2400-92-GC01,,shopify,10,continue,manual,371,421.69999999999993,TRUE,TRUE,,,,,,,,kg,
kit-horse-trailer-climate-kit,,,,,,,,,12V · Black,,Manual · White,,Grey,KIT-HORSE-TRAILER-CLIMATE-KIT-02-2200-ZW-35-2400-92-GC02,,shopify,10,continue,manual,371,421.69999999999993,TRUE,TRUE,,,,,,,,kg,
kit-horse-trailer-climate-kit,,,,,,,,,12V · Black,,Manual · Grey,,White,KIT-HORSE-TRAILER-CLIMATE-KIT-02-2200-ZW-35-2410-92-GC01,,shopify,10,continue,manual,371,421.69999999999993,TRUE,TRUE,,,,,,,,kg,
kit-horse-trailer-climate-kit,,,,,,,,,12V · Black,,Manual · Grey,,Grey,KIT-HORSE-TRAILER-CLIMATE-KIT-02-2200-ZW-35-2410-92-GC02,,shopify,10,continue,manual,371,421.69999999999993,TRUE,TRUE,,,,,,,,kg,
kit-horse-trailer-climate-kit,,,,,,,,,12V · Black,,Manual · Dark grey,,White,KIT-HORSE-TRAILER-CLIMATE-KIT-02-2200-ZW-35-2440-92-GC01,,shopify,10,continue,manual,371,421.69999999999993,TRUE,TRUE,,,,,,,,kg,
kit-horse-trailer-climate-kit,,,,,,,,,12V · Black,,Manual · Dark grey,,Grey,KIT-HORSE-TRAILER-CLIMATE-KIT-02-2200-ZW-35-2440-92-GC02,,shopify,10,continue,manual,371,421.69999999999993,TRUE,TRUE,,,,,,,,kg,
kit-horse-trailer-climate-kit,,,,,,,,,24V · White,,Manual · White,,White,KIT-HORSE-TRAILER-CLIMATE-KIT-02-2300-35-2400-92-GC01,,shopify,10,continue,manual,371,421.69999999999993,TRUE,TRUE,,,,,,,,kg,
kit-horse-trailer-climate-kit,,,,,,,,,24V · White,,Manual · White,,Grey,KIT-HORSE-TRAILER-CLIMATE-KIT-02-2300-35-2400-92-GC02,,shopify,10,continue,manual,371,421.69999999999993,TRUE,TRUE,,,,,,,,kg,
kit-horse-trailer-climate-kit,,,,,,,,,24V · White,,Manual · Grey,,White,KIT-HORSE-TRAILER-CLIMATE-KIT-02-2300-35-2410-92-GC01,,shopify,10,continue,manual,371,421.69999999999993,TRUE,TRUE,,,,,,,,kg,
kit-horse-trailer-climate-kit,,,,,,,,,24V · White,,Manual · Grey,,Grey,KIT-HORSE-TRAILER-CLIMATE-KIT-02-2300-35-2410-92-GC02,,shopify,10,continue,manual,371,421.69999999999993,TRUE,TRUE,,,,,,,,kg,
kit-horse-trailer-climate-kit,,,,,,,,,24V · White,,Manual · Dark grey,,White,KIT-HORSE-TRAILER-CLIMATE-KIT-02-2300-35-2440-92-GC01,,shopify,10,continue,manual,371,421.69999999999993,TRUE,TRUE,,,,,,,,kg,
kit-horse-trailer-climate-kit,,,,,,,,,24V · White,,Manual · Dark grey,,Grey,KIT-HORSE-TRAILER-CLIMATE-KIT-02-2300-35-2440-92-GC02,,shopify,10,continue,manual,371,421.69999999999993,TRUE,TRUE,,,,,,,,kg,
kit-horse-trailer-climate-kit,,,,,,,,,24V · Black,,Manual · White,,White,KIT-HORSE-TRAILER-CLIMATE-KIT-02-2300-ZW-35-2400-92-GC01,,shopify,10,continue,manual,371,421.69999999999993,TRUE,TRUE,,,,,,,,kg,
kit-horse-trailer-climate-kit,,,,,,,,,24V · Black,,Manual · White,,Grey,KIT-HORSE-TRAILER-CLIMATE-KIT-02-2300-ZW-35-2400-92-GC02,,shopify,10,continue,manual,371,421.69999999999993,TRUE,TRUE,,,,,,,,kg,
kit-horse-trailer-climate-kit,,,,,,,,,24V · Black,,Manual · Grey,,White,KIT-HORSE-TRAILER-CLIMATE-KIT-02-2300-ZW-35-2410-92-GC01,,shopify,10,continue,manual,371,421.69999999999993,TRUE,TRUE,,,,,,,,kg,
kit-horse-trailer-climate-kit,,,,,,,,,24V · Black,,Manual · Grey,,Grey,KIT-HORSE-TRAILER-CLIMATE-KIT-02-2300-ZW-35-2410-92-GC02,,shopify,10,continue,manual,371,421.69999999999993,TRUE,TRUE,,,,,,,,kg,
kit-horse-trailer-climate-kit,,,,,,,,,24V · Black,,Manual · Dark grey,,White,KIT-HORSE-TRAILER-CLIMATE-KIT-02-2300-ZW-35-2440-92-GC01,,shopify,10,continue,manual,371,421.69999999999993,TRUE,TRUE,,,,,,,,kg,
kit-horse-trailer-climate-kit,,,,,,,,,24V · Black,,Manual · Dark grey,,Grey,KIT-HORSE-TRAILER-CLIMATE-KIT-02-2300-ZW-35-2440-92-GC02,,shopify,10,continue,manual,371,421.69999999999993,TRUE,TRUE,,,,,,,,kg,
kit-ambulance-hygiene-kit,Ambulance Air Hygiene Kit,"<p>In ambulances and patient transport vehicles, air changes protect crew and patients. The Le Mans extracts 850 m³/h, the Speedcontrol sets a quiet continuous flow, the electric V12 valve opens and closes at the press of a button, and the IK10 rectangular LED light delivers bright working light with a blue night mode.</p><h3>Included</h3><ul><li>1x Le Mans Rooftop Ventilator</li><li>1x Speedcontrol 30-3004</li><li>1x Fan Switch 89-4008 with Symbols</li><li>1x V12 Interior Ventilation Valve</li><li>1x 3-Way Switch Square 89-4005</li><li>1x Dome LED Light Rectangle 350 x 140 mm</li></ul>",Pegasus Depot,,Kit,"Kit,Ambulances & Emergency Vehicles",TRUE,Voltage & colour,12V · White,Valve colour,Electric 12/24V · White,Light colour,White,KIT-AMBULANCE-HYGIENE-KIT-02-2200-35-2500-92-GC05,,shopify,10,continue,manual,436,495.79999999999995,TRUE,TRUE,,https://pegasusdepot.com/assets/img/c294b9fb82e9ef01c363396c67ef37c09448a024-7254x4595-1-scaled-1400.webp,1,Ambulance Air Hygiene Kit,,Ambulance Air Hygiene Kit · save 12%,"Le Mans (12V or 24V) + Speedcontrol + illuminated Fan Switch + electric V12 valve with its own on/off switch + rectangular Dome LED light. Removes aerosols and odours in the patient compartment, controlled entirely from the crew's seats.",kg,active
kit-ambulance-hygiene-kit,,,,,,,,,12V · White,,Electric 12/24V · White,,Grey,KIT-AMBULANCE-HYGIENE-KIT-02-2200-35-2500-92-GC06,,shopify,10,continue,manual,436,495.79999999999995,TRUE,TRUE,,,,,,,,kg,
kit-ambulance-hygiene-kit,,,,,,,,,12V · White,,Electric 12/24V · Grey,,White,KIT-AMBULANCE-HYGIENE-KIT-02-2200-35-2510-92-GC05,,shopify,10,continue,manual,436,495.79999999999995,TRUE,TRUE,,,,,,,,kg,
kit-ambulance-hygiene-kit,,,,,,,,,12V · White,,Electric 12/24V · Grey,,Grey,KIT-AMBULANCE-HYGIENE-KIT-02-2200-35-2510-92-GC06,,shopify,10,continue,manual,436,495.79999999999995,TRUE,TRUE,,,,,,,,kg,
kit-ambulance-hygiene-kit,,,,,,,,,12V · White,,Electric 12/24V · Dark grey,,White,KIT-AMBULANCE-HYGIENE-KIT-02-2200-35-2540-92-GC05,,shopify,10,continue,manual,436,495.79999999999995,TRUE,TRUE,,,,,,,,kg,
kit-ambulance-hygiene-kit,,,,,,,,,12V · White,,Electric 12/24V · Dark grey,,Grey,KIT-AMBULANCE-HYGIENE-KIT-02-2200-35-2540-92-GC06,,shopify,10,continue,manual,436,495.79999999999995,TRUE,TRUE,,,,,,,,kg,
kit-ambulance-hygiene-kit,,,,,,,,,12V · Black,,Electric 12/24V · White,,White,KIT-AMBULANCE-HYGIENE-KIT-02-2200-ZW-35-2500-92-GC05,,shopify,10,continue,manual,436,495.79999999999995,TRUE,TRUE,,,,,,,,kg,
kit-ambulance-hygiene-kit,,,,,,,,,12V · Black,,Electric 12/24V · White,,Grey,KIT-AMBULANCE-HYGIENE-KIT-02-2200-ZW-35-2500-92-GC06,,shopify,10,continue,manual,436,495.79999999999995,TRUE,TRUE,,,,,,,,kg,
kit-ambulance-hygiene-kit,,,,,,,,,12V · Black,,Electric 12/24V · Grey,,White,KIT-AMBULANCE-HYGIENE-KIT-02-2200-ZW-35-2510-92-GC05,,shopify,10,continue,manual,436,495.79999999999995,TRUE,TRUE,,,,,,,,kg,
kit-ambulance-hygiene-kit,,,,,,,,,12V · Black,,Electric 12/24V · Grey,,Grey,KIT-AMBULANCE-HYGIENE-KIT-02-2200-ZW-35-2510-92-GC06,,shopify,10,continue,manual,436,495.79999999999995,TRUE,TRUE,,,,,,,,kg,
kit-ambulance-hygiene-kit,,,,,,,,,12V · Black,,Electric 12/24V · Dark grey,,White,KIT-AMBULANCE-HYGIENE-KIT-02-2200-ZW-35-2540-92-GC05,,shopify,10,continue,manual,436,495.79999999999995,TRUE,TRUE,,,,,,,,kg,
kit-ambulance-hygiene-kit,,,,,,,,,12V · Black,,Electric 12/24V · Dark grey,,Grey,KIT-AMBULANCE-HYGIENE-KIT-02-2200-ZW-35-2540-92-GC06,,shopify,10,continue,manual,436,495.79999999999995,TRUE,TRUE,,,,,,,,kg,
kit-ambulance-hygiene-kit,,,,,,,,,24V · White,,Electric 12/24V · White,,White,KIT-AMBULANCE-HYGIENE-KIT-02-2300-35-2500-92-GC05,,shopify,10,continue,manual,436,495.79999999999995,TRUE,TRUE,,,,,,,,kg,
kit-ambulance-hygiene-kit,,,,,,,,,24V · White,,Electric 12/24V · White,,Grey,KIT-AMBULANCE-HYGIENE-KIT-02-2300-35-2500-92-GC06,,shopify,10,continue,manual,436,495.79999999999995,TRUE,TRUE,,,,,,,,kg,
kit-ambulance-hygiene-kit,,,,,,,,,24V · White,,Electric 12/24V · Grey,,White,KIT-AMBULANCE-HYGIENE-KIT-02-2300-35-2510-92-GC05,,shopify,10,continue,manual,436,495.79999999999995,TRUE,TRUE,,,,,,,,kg,
